Symbol,Open_Qty,Avg_Cost,Latest_Close,Realized_PnL,Unrealized_PnL,Total_PnL,Total_PnL_%
AKJCL,535,384.15,380.0,10335.0,-2220.0,8115.0,3.95
HURJA,47,118.0,271.2,0.0,7200.4,7200.4,129.83
UNHPL,65,415.38,495.0,0.0,5175.0,5175.0,19.17
SSHL,200,190.0,190.4,0.0,80.0,80.0,0.21
DORDI,130,307.54,285.5,0.0,-2865.0,-2865.0,-7.17
MEL,164,323.0,287.0,0.0,-5904.0,-5904.0,-11.15
PPCL,10,390.0,382.7,-8000.0,-73.0,-8073.0,-207.0
SINDU,115,866.3,749.0,0.0,-13490.0,-13490.0,-13.54
HLBSL,95,1079.0,901.0,0.0,-16910.0,-16910.0,-16.5
SAGAR,90,2220.0,2013.0,0.0,-18630.0,-18630.0,-9.32
GBLBS,60,1519.0,762.2,0.0,-45408.0,-45408.0,-49.82
