Symbol,Open_Qty,Avg_Cost,Latest_Close,Realized_PnL,Unrealized_PnL,Total_PnL,Total_PnL_%
AKJCL,35,388.0,346.5,23395.0,-1452.5,21942.5,161.58
SSHL,0,0.0,212.0,15000.0,0.0,15000.0,0.0
HURJA,47,118.0,257.0,0.0,6533.0,6533.0,117.8
UNHPL,65,415.38,357.0,0.0,-3795.0,-3795.0,-14.06
DORDI,130,307.54,255.6,0.0,-6752.0,-6752.0,-16.89
PPCL,10,390.0,342.9,-8000.0,-471.0,-8471.0,-217.21
MEL,164,323.0,214.7,0.0,-17761.2,-17761.2,-33.53
HLBSL,95,1079.0,867.0,0.0,-20140.0,-20140.0,-19.65
SINDU,115,866.3,430.0,0.0,-50175.0,-50175.0,-50.36
GBLBS,60,1519.0,660.0,0.0,-51540.0,-51540.0,-56.55
SAGAR,90,2220.0,1590.0,0.0,-56700.0,-56700.0,-28.38
